Tick, NumOfGoat, NumOfGrass 
1654, 37, 48
1655, 36, 49
1656, 35, 44
1657, 37, 48
1658, 37, 45
1659, 37, 46
1660, 37, 43
1661, 37, 42
1662, 37, 45
1663, 37, 46
1664, 37, 47
1665, 37, 49
1666, 36, 43
1667, 34, 45
1668, 35, 48
1669, 36, 48
1670, 37, 50
1671, 37, 51
1672, 37, 52
1673, 37, 55
1674, 38, 55
1675, 39, 57
1676, 40, 57
1677, 41, 56
1678, 40, 56
1679, 39, 53
1680, 39, 52
1681, 39, 51
1682, 40, 50
1683, 40, 48
1684, 39, 48
1685, 38, 50
1686, 38, 49
1687, 38, 47
1688, 38, 47
1689, 39, 48
1690, 39, 46
1691, 39, 48
1692, 39, 51
1693, 41, 45
1694, 41, 44
1695, 41, 44
1696, 41, 47
1697, 41, 48
1698, 41, 47
1699, 40, 48
1700, 40, 46
1701, 40, 46
1702, 42, 45
1703, 41, 46
1704, 41, 43
1705, 42, 41
1706, 43, 43
1707, 43, 46
1708, 42, 44
1709, 42, 46
1710, 42, 50
1711, 42, 52
1712, 42, 46
1713, 41, 49
1714, 41, 48
1715, 41, 48
1716, 39, 48
1717, 40, 48
1718, 40, 45
1719, 39, 45
1720, 39, 47
1721, 39, 49
1722, 39, 48
1723, 40, 48
1724, 40, 47
1725, 40, 47
1726, 41, 46
1727, 41, 44
1728, 41, 47
1729, 41, 48
1730, 41, 49
1731, 41, 49
1732, 40, 50
1733, 40, 52
1734, 41, 49
1735, 41, 47
1736, 40, 46
1737, 39, 49
1738, 39, 51
1739, 39, 51
1740, 39, 50
1741, 39, 47
1742, 39, 52
1743, 39, 55
1744, 38, 55
1745, 38, 54
1746, 39, 53
1747, 39, 57
1748, 41, 54
1749, 41, 48
1750, 41, 46
1751, 41, 50
1752, 41, 52
1753, 40, 52
1754, 41, 52
1755, 41, 50
1756, 41, 50
1757, 41, 51
1758, 40, 51
1759, 40, 51
1760, 39, 50
1761, 39, 48
1762, 39, 47
1763, 40, 47
1764, 39, 46
1765, 40, 49
1766, 39, 51
1767, 39, 48
1768, 39, 47
1769, 39, 43
1770, 38, 41
1771, 38, 42
1772, 38, 45
1773, 38, 46
1774, 38, 47
1775, 37, 46
1776, 37, 48
1777, 37, 49
1778, 36, 47
1779, 35, 47
1780, 36, 48
1781, 36, 50
1782, 37, 51
1783, 37, 53
1784, 38, 55
1785, 38, 53
1786, 37, 49
1787, 38, 48
1788, 38, 46
1789, 38, 48
1790, 38, 46
1791, 38, 48
1792, 37, 49
1793, 39, 50
1794, 39, 46
1795, 39, 43
1796, 39, 42
1797, 40, 43
1798, 40, 44
1799, 42, 44
1800, 41, 44
1801, 41, 44
1802, 41, 48
1803, 40, 45
1804, 39, 44
1805, 39, 45
1806, 39, 48
1807, 36, 50
1808, 36, 49
1809, 35, 49
1810, 35, 47
1811, 35, 49
1812, 35, 49
1813, 35, 49
1814, 36, 50
1815, 35, 50
1816, 35, 49
1817, 35, 47
1818, 35, 46
1819, 35, 44
1820, 35, 42
1821, 35, 45
1822, 35, 44
1823, 35, 44
1824, 35, 44
1825, 35, 46
1826, 35, 46
1827, 34, 43
1828, 33, 44
1829, 33, 45
1830, 33, 45
1831, 35, 46
1832, 35, 46
1833, 34, 42
1834, 34, 39
1835, 34, 41
1836, 34, 40
1837, 34, 42
1838, 34, 44
1839, 35, 46
1840, 36, 49
1841, 37, 45
1842, 38, 46
1843, 37, 44
1844, 37, 40
1845, 37, 40
1846, 38, 42
1847, 39, 43
1848, 40, 44
1849, 40, 45
1850, 40, 44
1851, 40, 44
1852, 39, 44
1853, 39, 45
1854, 40, 45
1855, 42, 47
1856, 43, 47
1857, 42, 45
1858, 42, 45
1859, 41, 44
1860, 42, 44
1861, 42, 46
1862, 43, 46
1863, 43, 48
1864, 43, 49
1865, 43, 48
1866, 42, 49
1867, 42, 46
1868, 43, 44
1869, 43, 46
1870, 43, 48
1871, 43, 48
1872, 41, 48
1873, 43, 46
1874, 42, 46
1875, 41, 47
1876, 41, 46
1877, 41, 46
1878, 40, 43
1879, 42, 42
1880, 42, 42
1881, 41, 40
1882, 42, 42
1883, 41, 39
1884, 41, 41
1885, 41, 42
1886, 42, 39
1887, 42, 39
1888, 43, 37
1889, 43, 37
1890, 43, 36
1891, 43, 37
1892, 39, 40
1893, 39, 43
1894, 38, 46
1895, 38, 49
1896, 37, 48
1897, 38, 47
1898, 38, 48
1899, 38, 47
1900, 39, 47
1901, 41, 46
1902, 41, 48
1903, 42, 47
1904, 43, 49
1905, 44, 47
1906, 44, 43
1907, 44, 43
1908, 44, 42
1909, 45, 44
1910, 44, 46
1911, 44, 48
1912, 44, 50
1913, 42, 52
1914, 42, 49
1915, 41, 45
1916, 42, 44
1917, 42, 43
1918, 42, 44
1919, 40, 47
1920, 41, 51
1921, 41, 48
1922, 41, 45
1923, 41, 46
1924, 41, 46
1925, 40, 47
1926, 41, 50
1927, 41, 47
1928, 41, 48
1929, 40, 49
1930, 40, 51
1931, 40, 52
1932, 40, 56
1933, 40, 55
1934, 41, 57
1935, 41, 54
1936, 41, 55
1937, 42, 56
1938, 42, 57
1939, 42, 56
1940, 41, 49
1941, 39, 50
1942, 38, 48
1943, 37, 41
1944, 40, 41
1945, 41, 39
1946, 41, 39
1947, 42, 39
1948, 43, 42
1949, 43, 45
1950, 43, 44
1951, 43, 38
1952, 43, 43
1953, 43, 47
1954, 41, 46
1955, 41, 47
1956, 41, 45
1957, 41, 46
1958, 42, 49
1959, 43, 49
1960, 42, 51
1961, 42, 47
1962, 43, 50
1963, 43, 50
1964, 43, 49
1965, 44, 47
1966, 45, 50
1967, 44, 50
1968, 45, 49
1969, 43, 48
1970, 43, 47
1971, 43, 49
1972, 42, 47
1973, 43, 47
1974, 43, 46
1975, 43, 47
1976, 43, 50
1977, 43, 50
1978, 42, 47
1979, 42, 44
1980, 42, 48
1981, 41, 48
1982, 41, 51
1983, 40, 51
1984, 39, 48
1985, 38, 48
1986, 37, 47
1987, 37, 47
1988, 38, 47
1989, 38, 44
1990, 37, 46
1991, 37, 46
1992, 37, 49
1993, 37, 46
1994, 37, 47
1995, 37, 48
1996, 36, 49
1997, 37, 52
1998, 36, 53
1999, 36, 51
2000, 36, 46
2001, 38, 49
2002, 38, 52
2003, 38, 51
2004, 37, 53
2005, 38, 51
2006, 39, 52
2007, 38, 50
2008, 40, 50
2009, 41, 54
2010, 41, 51
2011, 40, 47
2012, 41, 48
2013, 41, 47
2014, 41, 48
2015, 41, 47
2016, 42, 47
2017, 44, 46
2018, 46, 48
2019, 46, 45
2020, 47, 48
2021, 47, 47
2022, 45, 51
2023, 45, 45
2024, 45, 46
2025, 45, 45
2026, 45, 43
2027, 44, 45
2028, 44, 42
2029, 44, 41
2030, 43, 40
2031, 43, 40
2032, 43, 39
2033, 43, 43
2034, 42, 45
2035, 43, 43
2036, 43, 46
2037, 44, 50
2038, 45, 52
2039, 46, 52
2040, 45, 49
2041, 45, 50
2042, 46, 50
2043, 46, 45
2044, 48, 43
2045, 48, 42
2046, 48, 47
2047, 47, 48
2048, 46, 47
2049, 46, 47
2050, 46, 49
2051, 45, 47
2052, 45, 44
2053, 44, 44
2054, 42, 41
2055, 42, 40
2056, 42, 38
2057, 41, 39
2058, 41, 43
2059, 40, 39
2060, 40, 42
2061, 40, 44
2062, 42, 44
2063, 42, 40
2064, 42, 41
2065, 42, 39
2066, 42, 40
2067, 42, 41
2068, 42, 45
2069, 44, 43
2070, 44, 44
2071, 43, 46
2072, 41, 44
2073, 41, 45
2074, 41, 48
2075, 40, 46
2076, 40, 45
2077, 40, 43
2078, 39, 44
2079, 39, 38
2080, 40, 38
2081, 40, 39
2082, 40, 43
2083, 42, 46
2084, 42, 46
2085, 41, 46
2086, 39, 49
2087, 40, 48
2088, 41, 44
2089, 43, 45
2090, 42, 45
2091, 42, 45
2092, 43, 44
2093, 42, 45
2094, 42, 45
2095, 43, 46
2096, 44, 46
2097, 44, 43
2098, 45, 41
2099, 44, 43
2100, 44, 41
2101, 44, 44
2102, 44, 44
2103, 44, 43
2104, 45, 46
2105, 45, 48
2106, 45, 48
2107, 45, 47
2108, 44, 47
2109, 44, 48
2110, 44, 43
2111, 44, 43
2112, 44, 44
2113, 44, 46
2114, 42, 43
2115, 44, 44
2116, 44, 44
2117, 43, 43
2118, 42, 45
2119, 42, 43
2120, 42, 44
2121, 42, 42
2122, 43, 39
2123, 44, 41
2124, 44, 41
2125, 44, 42
2126, 44, 42
2127, 44, 43
2128, 45, 43
2129, 46, 42
2130, 46, 46
2131, 47, 48
2132, 47, 48
2133, 47, 47
2134, 47, 50
2135, 47, 47
2136, 49, 46
2137, 48, 46
2138, 47, 48
2139, 49, 49
2140, 48, 48
2141, 48, 44
2142, 47, 41
2143, 46, 41
2144, 47, 39
2145, 47, 44
2146, 47, 44
2147, 46, 45
2148, 46, 46
2149, 44, 46
2150, 43, 46
2151, 42, 49
2152, 42, 45
2153, 42, 46
2154, 41, 44
2155, 40, 43
2156, 42, 41
2157, 42, 41
2158, 42, 39
2159, 43, 40
2160, 42, 43
2161, 42, 45
2162, 43, 42
2163, 41, 44
2164, 41, 44
2165, 41, 44
2166, 39, 45
2167, 39, 50
2168, 40, 48
2169, 38, 51
2170, 39, 53
2171, 41, 50
2172, 40, 46
2173, 41, 50
2174, 41, 51
2175, 41, 52
2176, 41, 51
2177, 41, 53
2178, 41, 56
2179, 41, 57
2180, 41, 58
2181, 38, 56
2182, 38, 51
2183, 38, 50
2184, 38, 49
2185, 38, 50
2186, 39, 52
2187, 40, 49
2188, 41, 48
2189, 41, 48
2190, 41, 45
2191, 41, 45
2192, 41, 45
2193, 40, 46
2194, 39, 45
2195, 38, 42
2196, 38, 45
2197, 37, 45
2198, 38, 45
2199, 38, 43
2200, 38, 42
2201, 39, 41
2202, 40, 41
2203, 40, 41
2204, 41, 41
2205, 42, 41
2206, 43, 44
2207, 43, 42
2208, 43, 43
2209, 44, 44
2210, 44, 43
2211, 43, 43
2212, 43, 43
2213, 43, 46
2214, 42, 48
2215, 41, 51
2216, 39, 50
2217, 40, 53
2218, 39, 51
2219, 38, 54
2220, 38, 53
2221, 39, 51
2222, 41, 53
2223, 42, 51
2224, 42, 51
2225, 42, 50
2226, 41, 50
2227, 42, 47
2228, 43, 43
2229, 43, 43
2230, 44, 45
2231, 45, 45
2232, 44, 45
2233, 43, 45
2234, 43, 45
2235, 44, 47
2236, 45, 46
2237, 43, 44
2238, 42, 46
2239, 43, 46
2240, 43, 46
2241, 43, 47
2242, 43, 43
2243, 44, 41
2244, 45, 42
2245, 44, 39
2246, 44, 39
2247, 44, 44
2248, 44, 38
2249, 44, 39
2250, 44, 38
2251, 43, 39
2252, 42, 36
2253, 43, 36
2254, 43, 33
2255, 43, 36
2256, 42, 41
2257, 43, 44
2258, 43, 45
2259, 43, 46
2260, 44, 46
2261, 45, 48
2262, 43, 46
2263, 42, 47
2264, 42, 48
2265, 42, 44
2266, 42, 42
2267, 42, 43
2268, 41, 39
2269, 41, 41
2270, 41, 42
2271, 41, 42
2272, 41, 45
2273, 41, 49
2274, 41, 51
2275, 41, 50
2276, 42, 48
2277, 44, 43
2278, 43, 44
2279, 44, 45
2280, 44, 46
2281, 41, 45
2282, 41, 46
2283, 41, 42
2284, 40, 45
2285, 40, 44
2286, 39, 44
2287, 38, 45
2288, 38, 45
2289, 37, 42
2290, 37, 42
2291, 37, 42
2292, 38, 44
2293, 38, 44
2294, 38, 40
2295, 39, 43
2296, 40, 47
2297, 41, 44
2298, 42, 46
2299, 42, 46
2300, 43, 47
2301, 43, 49
2302, 42, 47
2303, 42, 48
2304, 42, 49
2305, 41, 49
2306, 40, 51
2307, 40, 54
2308, 40, 50
2309, 40, 50
2310, 40, 48
2311, 41, 49
2312, 41, 47
2313, 40, 50
2314, 39, 48
2315, 39, 48
2316, 39, 45
2317, 39, 48
2318, 40, 47
2319, 42, 50
2320, 42, 47
2321, 42, 48
2322, 42, 49
2323, 41, 46
2324, 41, 47
2325, 41, 50
2326, 41, 51
2327, 41, 51
2328, 40, 52
2329, 39, 51
2330, 39, 54
2331, 37, 55
2332, 37, 52
2333, 37, 49
2334, 37, 52
2335, 37, 55
2336, 37, 55
2337, 37, 56
2338, 38, 54
2339, 38, 55
2340, 38, 55
2341, 38, 57
2342, 38, 56
2343, 38, 57
2344, 39, 53
2345, 39, 50
2346, 39, 52
2347, 40, 53
2348, 39, 54
2349, 39, 53
2350, 41, 50
2351, 42, 50
2352, 43, 52
2353, 43, 52
2354, 42, 49
2355, 42, 51
2356, 41, 53
2357, 40, 48
2358, 41, 48
2359, 41, 46
2360, 38, 46
2361, 37, 44
2362, 38, 47
2363, 37, 47
2364, 38, 48
2365, 38, 46
2366, 39, 46
2367, 39, 44
2368, 39, 44
2369, 41, 43
2370, 42, 42
2371, 42, 43
2372, 41, 44
2373, 41, 44
2374, 39, 45
2375, 39, 43
2376, 39, 44
2377, 39, 45
2378, 39, 44
2379, 36, 46
2380, 38, 44
2381, 39, 45
2382, 39, 48
2383, 40, 49
2384, 39, 48
2385, 39, 49
2386, 41, 44
2387, 41, 44
2388, 41, 45
2389, 41, 41
2390, 41, 41
2391, 42, 41
2392, 40, 38
2393, 42, 40
2394, 43, 44
2395, 43, 47
2396, 41, 47
2397, 41, 48
2398, 41, 48
2399, 41, 48
2400, 42, 47
2401, 40, 47
2402, 40, 46
2403, 40, 47
2404, 40, 49
2405, 39, 46
2406, 39, 46
2407, 40, 48
2408, 41, 49
2409, 41, 48
2410, 38, 46
2411, 39, 45
2412, 39, 45
2413, 38, 46
2414, 37, 44
2415, 38, 48
2416, 38, 48
2417, 37, 50
2418, 37, 50
2419, 37, 52
2420, 38, 55
2421, 38, 50
2422, 38, 49
2423, 38, 49
2424, 38, 48
2425, 38, 43
2426, 38, 47
2427, 38, 45
2428, 35, 49
2429, 35, 48
2430, 35, 49
2431, 34, 47
2432, 34, 43
2433, 34, 43
2434, 34, 46
2435, 34, 49
2436, 35, 52
2437, 35, 54
2438, 35, 51
2439, 35, 51
2440, 34, 56
2441, 35, 57
2442, 36, 54
2443, 37, 51
2444, 38, 53
2445, 38, 51
2446, 38, 50
2447, 38, 53
2448, 37, 55
2449, 38, 54
2450, 39, 54
2451, 39, 52
2452, 38, 48
2453, 38, 48
2454, 38, 48
2455, 39, 47
2456, 38, 47
2457, 39, 47
2458, 40, 48
2459, 40, 46
2460, 40, 48
2461, 41, 49
2462, 41, 50
2463, 41, 44
2464, 40, 44
2465, 38, 40
2466, 38, 40
2467, 39, 40
2468, 40, 40
2469, 41, 42
2470, 41, 43
2471, 41, 42
2472, 42, 41
2473, 42, 42
2474, 42, 43
2475, 42, 45
2476, 42, 46
2477, 42, 48
2478, 40, 50
2479, 37, 48
2480, 37, 45
2481, 36, 47
2482, 36, 48
2483, 37, 48
2484, 38, 48
2485, 38, 51
2486, 39, 50
2487, 39, 53
2488, 39, 53
2489, 39, 51
2490, 39, 50
2491, 40, 51
2492, 41, 52
2493, 41, 51
2494, 40, 49
2495, 40, 49
2496, 40, 47
2497, 41, 44
2498, 41, 46
2499, 41, 49
2500, 41, 51
2501, 41, 50
2502, 42, 51
2503, 41, 51
2504, 41, 52
2505, 41, 48
2506, 41, 46
2507, 39, 44
2508, 39, 47
2509, 39, 48
2510, 39, 51
2511, 38, 50
2512, 38, 48
2513, 37, 49
2514, 37, 49
2515, 37, 49
2516, 37, 50
2517, 37, 50
2518, 37, 51
2519, 38, 48
2520, 39, 46
2521, 40, 47
2522, 40, 48
2523, 40, 47
2524, 41, 49
2525, 42, 50
2526, 43, 52
2527, 44, 53
2528, 43, 54
2529, 43, 51
2530, 43, 51
2531, 41, 53
2532, 41, 58
2533, 42, 54
2534, 41, 53
2535, 40, 52
2536, 39, 54
2537, 38, 53
2538, 37, 52
2539, 37, 50
2540, 38, 50
2541, 38, 53
2542, 37, 55
2543, 36, 55
2544, 37, 56
2545, 38, 55
2546, 38, 55
2547, 38, 53
2548, 39, 53
2549, 40, 55
2550, 39, 53
2551, 39, 51
2552, 39, 50
2553, 40, 50
2554, 40, 50
2555, 39, 52
2556, 39, 54
2557, 39, 52
2558, 38, 49
2559, 37, 52
2560, 37, 51
2561, 37, 42
2562, 37, 42
2563, 38, 39
2564, 37, 41
2565, 37, 39
2566, 37, 40
2567, 38, 37
2568, 38, 41
2569, 38, 40
2570, 38, 41
2571, 38, 44
2572, 39, 45
2573, 39, 45
2574, 39, 45
2575, 40, 46
2576, 40, 48
2577, 39, 49
2578, 39, 48
2579, 39, 50
2580, 40, 49
2581, 40, 49
2582, 41, 49
2583, 42, 49
2584, 43, 51
2585, 43, 53
2586, 44, 50
2587, 44, 50
2588, 44, 52
2589, 44, 55
2590, 42, 56
2591, 42, 55
2592, 41, 54
2593, 40, 53
2594, 40, 55
2595, 39, 55
2596, 38, 55
2597, 36, 55
2598, 36, 56
2599, 35, 56
2600, 35, 59
2601, 36, 59
2602, 35, 59
2603, 35, 60
2604, 35, 60
2605, 36, 60
2606, 36, 62
2607, 35, 60
2608, 35, 59
2609, 35, 59
2610, 35, 60
2611, 35, 57
2612, 35, 59
2613, 35, 56
2614, 34, 51
2615, 34, 49
2616, 34, 51
2617, 34, 47
2618, 35, 47
2619, 36, 47
2620, 35, 49
2621, 35, 46
2622, 35, 50
2623, 34, 49
2624, 35, 51
2625, 34, 54
2626, 34, 51
2627, 34, 53
2628, 33, 55
2629, 32, 53
2630, 34, 52
2631, 34, 49
2632, 35, 44
2633, 35, 46
2634, 35, 46
2635, 35, 45
2636, 35, 45
2637, 35, 47
2638, 35, 47
2639, 35, 46
2640, 34, 44
2641, 35, 45
2642, 35, 49
2643, 36, 46
2644, 37, 47
2645, 37, 51
2646, 37, 53
2647, 38, 53
2648, 39, 54
2649, 39, 54
2650, 39, 55
2651, 41, 53
2652, 40, 48
2653, 40, 47
2654, 40, 48
2655, 40, 52
2656, 40, 51
2657, 40, 50
2658, 39, 50
2659, 39, 51
2660, 39, 54
2661, 39, 53
2662, 40, 51
2663, 40, 53
2664, 41, 51
2665, 41, 49
2666, 41, 50
2667, 40, 51
2668, 40, 50
2669, 40, 50
2670, 39, 49
2671, 38, 48
2672, 37, 47
2673, 37, 48
2674, 37, 47
2675, 37, 50
2676, 37, 47
2677, 37, 47
2678, 37, 48
2679, 37, 45
2680, 37, 43
2681, 37, 44
2682, 37, 44
2683, 37, 46
2684, 37, 45
2685, 37, 43
2686, 38, 45
2687, 38, 48
2688, 38, 47
2689, 39, 45
2690, 39, 45
2691, 39, 46
2692, 39, 44
2693, 40, 46
2694, 40, 46
2695, 41, 47
2696, 41, 48
2697, 41, 45
2698, 41, 45
2699, 40, 45
2700, 40, 48
2701, 40, 44
2702, 40, 44
2703, 39, 42
2704, 40, 42
2705, 40, 39
2706, 39, 39
2707, 39, 41
2708, 39, 43
2709, 39, 42
2710, 39, 40
2711, 39, 43
2712, 39, 45
2713, 39, 49
2714, 39, 52
2715, 40, 53
2716, 42, 54
2717, 43, 54
2718, 44, 54
2719, 44, 54
2720, 46, 53
2721, 47, 52
2722, 47, 51
2723, 47, 50
2724, 46, 50
2725, 47, 53
2726, 47, 49
2727, 47, 50
2728, 46, 50
2729, 46, 48
2730, 47, 45
2731, 46, 42
2732, 45, 45
2733, 45, 44
2734, 45, 48
2735, 45, 47
2736, 44, 45
2737, 42, 45
2738, 42, 46
2739, 42, 46
2740, 41, 47
2741, 41, 46
2742, 41, 48
2743, 41, 50
2744, 41, 51
2745, 42, 50
2746, 41, 45
2747, 41, 44
2748, 41, 44
2749, 41, 44
2750, 41, 42
2751, 41, 39
2752, 41, 39
2753, 41, 37
2754, 40, 38
2755, 41, 41
2756, 41, 44
2757, 41, 45
2758, 41, 43
2759, 41, 45
2760, 41, 41
2761, 42, 39
2762, 42, 39
2763, 43, 38
2764, 44, 40
2765, 41, 41
2766, 41, 44
2767, 40, 43
2768, 40, 44
2769, 40, 44
2770, 40, 44
2771, 39, 44
2772, 39, 45
2773, 38, 46
2774, 37, 43
2775, 37, 45
2776, 37, 41
2777, 38, 42
2778, 39, 43
2779, 39, 44
2780, 40, 43
2781, 40, 42
2782, 40, 42
2783, 40, 44
2784, 39, 44
2785, 38, 43
2786, 38, 42
2787, 36, 41
2788, 36, 43
2789, 36, 46
2790, 36, 45
2791, 37, 41
2792, 37, 40
2793, 37, 40
2794, 36, 41
2795, 35, 45
2796, 34, 48
2797, 34, 48
2798, 34, 52
2799, 34, 53
2800, 32, 52
2801, 32, 53
2802, 31, 52
2803, 30, 52
2804, 30, 55
2805, 30, 56
2806, 30, 57
2807, 30, 55
2808, 30, 56
2809, 30, 59
2810, 31, 58
2811, 32, 60
2812, 32, 58
2813, 32, 56
2814, 32, 57
2815, 33, 58
2816, 34, 58
2817, 35, 58
2818, 35, 58
2819, 35, 56
2820, 35, 55
2821, 35, 54
2822, 36, 52
2823, 36, 50
2824, 36, 51
2825, 36, 52
2826, 36, 54
2827, 36, 55
2828, 36, 49
2829, 36, 49
2830, 37, 50
2831, 36, 47
2832, 35, 45
2833, 36, 41
2834, 38, 41
2835, 38, 40
2836, 37, 39
2837, 37, 42
2838, 37, 42
2839, 38, 43
2840, 38, 43
2841, 38, 43
2842, 38, 43
2843, 39, 46
2844, 39, 50
2845, 40, 51
2846, 40, 50
2847, 40, 52
2848, 38, 55
2849, 37, 57
2850, 36, 58
2851, 35, 58
2852, 35, 58
2853, 34, 57
2854, 35, 54
2855, 35, 56
2856, 36, 55
2857, 36, 53
2858, 37, 55
2859, 37, 54
2860, 39, 56
2861, 39, 59
2862, 40, 60
2863, 40, 58
2864, 39, 57
2865, 40, 56
2866, 40, 52
2867, 40, 53
2868, 39, 52
2869, 40, 53
2870, 40, 52
2871, 41, 47
2872, 41, 45
2873, 41, 45
2874, 42, 47
2875, 41, 47
2876, 41, 50
2877, 42, 50
2878, 42, 50
2879, 41, 47
2880, 41, 46
2881, 40, 46
2882, 40, 50
2883, 40, 50
2884, 41, 46
2885, 41, 49
2886, 42, 50
2887, 42, 54
2888, 43, 53
2889, 43, 47
2890, 43, 46
2891, 45, 47
2892, 46, 46
2893, 46, 51
2894, 46, 48
2895, 45, 52
2896, 46, 52
2897, 45, 52
2898, 45, 47
2899, 45, 46
2900, 46, 45
2901, 46, 46
2902, 44, 50
2903, 41, 45
2904, 41, 41
2905, 40, 44
2906, 40, 41
2907, 41, 45
2908, 42, 49
2909, 41, 53
2910, 41, 53
2911, 42, 52
2912, 42, 50
2913, 43, 52
2914, 43, 51
2915, 42, 52
2916, 42, 48
2917, 42, 45
2918, 41, 48
2919, 43, 47
2920, 42, 49
2921, 41, 50
2922, 41, 52
2923, 40, 52
2924, 40, 52
2925, 41, 50
2926, 41, 45
2927, 40, 46
2928, 40, 46
2929, 39, 46
2930, 39, 44
2931, 38, 46
2932, 38, 44
2933, 37, 40
2934, 39, 41
2935, 39, 44
2936, 39, 46
2937, 39, 46
2938, 39, 45
2939, 39, 46
2940, 38, 45
2941, 38, 45
2942, 39, 44
2943, 41, 44
2944, 40, 43
2945, 40, 44
2946, 40, 45
2947, 41, 46
2948, 42, 48
2949, 42, 49
2950, 43, 52
2951, 43, 50
2952, 43, 50
2953, 42, 48
2954, 40, 46
2955, 40, 46
2956, 40, 45
2957, 40, 42
2958, 40, 42
2959, 40, 42
2960, 40, 43
2961, 39, 46
2962, 39, 44
2963, 38, 47
2964, 38, 47
2965, 37, 48
2966, 37, 46
2967, 37, 49
2968, 36, 49
2969, 36, 48
2970, 36, 45
2971, 37, 44
2972, 38, 43
2973, 38, 43
2974, 38, 44
2975, 38, 46
2976, 38, 45
2977, 38, 46
2978, 38, 47
2979, 37, 48
2980, 36, 49
2981, 36, 52
2982, 34, 52
2983, 34, 52
2984, 34, 50
2985, 34, 51
2986, 34, 52
2987, 34, 56
2988, 35, 55
2989, 35, 55
2990, 36, 54
2991, 38, 54
2992, 38, 52
2993, 38, 51
2994, 38, 52
2995, 39, 49
2996, 39, 51
2997, 40, 50
2998, 40, 52
2999, 41, 53
3000, 42, 53
3001, 38, 53
3002, 39, 54
3003, 39, 52
3004, 40, 54
3005, 40, 56
3006, 40, 55
3007, 38, 54
3008, 40, 53
3009, 40, 52
3010, 38, 52
3011, 41, 51
3012, 42, 51
3013, 42, 50
3014, 42, 51
3015, 41, 51
3016, 40, 50
3017, 41, 54
3018, 40, 57
3019, 41, 58
3020, 40, 54
3021, 38, 56
3022, 38, 55
3023, 39, 55
3024, 39, 51
3025, 40, 47
3026, 41, 50
3027, 43, 50
3028, 44, 50
3029, 48, 49
3030, 49, 50
3031, 49, 50
3032, 49, 48
3033, 48, 44
3034, 49, 44
3035, 49, 46
3036, 49, 46
3037, 47, 44
3038, 47, 42
3039, 43, 41
3040, 45, 44
3041, 44, 39
3042, 43, 42
3043, 44, 42
3044, 45, 39
3045, 45, 40
3046, 45, 43
3047, 46, 44
3048, 45, 40
3049, 44, 39
3050, 42, 39
3051, 42, 38
3052, 41, 36
3053, 42, 40
3054, 42, 39
3055, 42, 37
3056, 42, 37
3057, 42, 39
3058, 43, 38
3059, 43, 38
3060, 42, 40
3061, 41, 40
3062, 40, 42
3063, 40, 42
3064, 40, 45
3065, 40, 42
3066, 41, 45
3067, 41, 45
3068, 40, 47
3069, 39, 44
3070, 39, 43
3071, 39, 44
3072, 39, 47
3073, 39, 48
3074, 39, 46
3075, 40, 44
3076, 41, 41
3077, 41, 41
3078, 41, 44
3079, 42, 46
3080, 42, 46
3081, 40, 45
3082, 40, 47
3083, 40, 47
3084, 40, 48
3085, 40, 46
3086, 39, 47
3087, 39, 45
3088, 38, 47
3089, 38, 46
3090, 38, 46
3091, 38, 45
3092, 38, 44
3093, 38, 43
3094, 38, 42
3095, 39, 43
3096, 39, 45
3097, 39, 44
3098, 39, 46
3099, 38, 42
3100, 39, 41
3101, 39, 44
3102, 38, 41
3103, 38, 43
3104, 38, 46
3105, 36, 42
3106, 37, 43
3107, 37, 43
3108, 37, 40
3109, 37, 40
3110, 36, 44
3111, 37, 40
3112, 37, 42
3113, 37, 43
3114, 37, 42
3115, 39, 40
3116, 38, 36
3117, 39, 36
3118, 39, 37
3119, 40, 35
3120, 40, 33
3121, 41, 38
3122, 41, 40
3123, 42, 40
3124, 43, 41
3125, 43, 39
3126, 43, 40
3127, 42, 41
3128, 42, 43
3129, 41, 46
3130, 41, 46
3131, 41, 46
3132, 42, 47
3133, 42, 48
3134, 40, 49
3135, 38, 44
3136, 39, 45
3137, 39, 46
3138, 39, 44
3139, 39, 44
3140, 38, 46
3141, 38, 44
3142, 37, 45
3143, 36, 48
3144, 36, 45
3145, 36, 46
3146, 37, 48
3147, 38, 47
3148, 38, 45
3149, 38, 45
3150, 38, 46
3151, 39, 44
3152, 40, 42
3153, 40, 39
3154, 42, 44
3155, 42, 42
3156, 40, 40
3157, 40, 43
3158, 40, 44
3159, 40, 44
3160, 40, 47
3161, 39, 41
3162, 40, 44
3163, 39, 45
3164, 37, 46
3165, 37, 47
3166, 37, 44
3167, 38, 43
3168, 39, 42
3169, 41, 43
3170, 41, 45
3171, 41, 44
3172, 41, 42
3173, 41, 42
3174, 41, 43
3175, 41, 44
3176, 41, 44
3177, 41, 43
3178, 40, 45
3179, 40, 49
3180, 41, 47
3181, 41, 48
3182, 41, 47
3183, 41, 47
3184, 41, 45
3185, 41, 45
3186, 41, 42
3187, 43, 39
3188, 44, 41
3189, 44, 44
3190, 43, 44
3191, 43, 44
3192, 44, 46
3193, 45, 49
3194, 46, 49
3195, 46, 49
3196, 46, 51
3197, 46, 54
3198, 46, 55
3199, 46, 54
3200, 46, 56
3201, 45, 54
3202, 45, 56
3203, 44, 54
3204, 43, 50
3205, 42, 51
3206, 41, 49
